,Algorithm,n,time,max fs size,mean MSE,budget,r2
27,SHAP-IQ,100,1.2366557121276855,2,,533.0,0.15598804447035475
28,SHAP-IQ,100,1.2321970462799072,2,,533.0,0.1612116267624225
29,SHAP-IQ,100,1.235903024673462,2,,533.0,0.20568144242144915
30,SHAP-IQ,100,1.2271337509155273,2,,533.0,0.20227017126949443
31,SHAP-IQ,100,1.2385444641113281,2,,533.0,0.1849286279844029
32,SHAP-IQ,100,1.2336814403533936,2,,533.0,0.10072006014719781
33,SHAP-IQ,100,1.2317967414855957,2,,533.0,0.16334378156839635
34,SHAP-IQ,100,1.2310175895690918,2,,533.0,0.14434183900413944
35,SHAP-IQ,100,1.2284901142120361,2,,533.0,0.14750230415446652
36,SHAP-IQ,100,1.251112937927246,2,,533.0,0.07737158521058418
37,SHAP-IQ,100,1.237732172012329,2,,533.0,0.16269870597615121
38,SHAP-IQ,100,1.2342169284820557,2,,533.0,0.18606080420147353
39,SHAP-IQ,100,1.2328040599822998,2,,533.0,0.20002274964918365
40,SHAP-IQ,100,1.233048915863037,2,,533.0,0.18029508942268346
41,SHAP-IQ,100,1.4237730503082275,2,,638.0,0.3261349578529682
42,SHAP-IQ,100,1.4280762672424316,2,,638.0,0.30083237750531777
43,SHAP-IQ,100,1.4261958599090576,2,,638.0,0.25032404257425345
44,SHAP-IQ,100,1.4296164512634277,2,,638.0,0.34790556626949476
45,SHAP-IQ,100,1.4115142822265625,2,,638.0,0.3021678893859203
46,SHAP-IQ,100,1.4228153228759766,2,,638.0,0.30531889421313085
